"Phillip Keller","6216"
"Mark Fuhrman","4334"
"Lisa Potts","9801"
"Sue Welfare","6315"
"Winnie Smith","6363"
"Sven Regener","1286"
"Tom Brown","9599"
"Monte Farber","6172"
"Christian Gauss","9221"
"E. F. Benson","15126"
"Helga Olkowski","6782"
"Eric Idle","5782"
"Herbert R. Kohl","10453"
"Burstein","2221"
"Robin Heath","10334"
"Eleanor Taylor Bland","12231"
"Bruce McCall","9543"
"Walter L. Hixson","14764"
"C. W. Metcalf","8450"
"Mark H. McCormack","13249"
"Mark Bowden","947"
"Peter F. Stevens","7978"
"Verena C. Harksen","5917"
"Daniel Goleman","5872"
"Lisa Altalida","13954"
"Leo Marks","2205"
"Manuel Puig","7548"
"Cynthia Nofziger","10632"
"Nancy Landrum","6421"
"Cherie Carter-Scott","1648"
"Andrea Camilleri","4640"
"Marion Luna Brem","6137"
"Editor And Introduction Burton Raffel","9385"
"Andrew R. MacAndrew","2801"
"Joseph Sheridan Le Fanu","13356"
"Donna Andrews","12286"
"Nancy Richler","12508"
"Beverly Jenkins","1617"
"B. Ransom","11027"
"Editions Berlitz S.A","14539"
"Crawford Kilian","8772"
"Thomas Reschke","15538"
"Declan Kiberd","8950"
"Heller","6670"
"C. Whitefeather Daniels","14336"
"Robert Shapard","12403"
"Chris Ware","13391"
"Erik C. Haugaard","12730"
"Sue M. Sefscik","15099"
"Rei Idumi","9050"
"Steve Cunningham","4778"
"Pd","14276"
"Bruce H. Wilkinson","3681"
"Paulette Jiles","12324"
"Carol O'Connell","2045"
"Paul Meier","5369"
"Gerald L. Boyd","12429"
"Dick Drew","5897"
"Monica J. O'Rourke","12646"
"Sharon Shinn","5899"
"Knute Larson","11237"
"Suzanne Falter-Barns","13236"
"Keith Batcheller","9164"
"Ralph Steadman","4883"
"Mitch Albom","121"
"Martin J. Smith","4442"
"Jean Krueger","4863"
"Holger Freese","8596"
"Ann C. Buchanan","14858"
"Joan Didion","3773"
"Theresa Caplan","11880"
"Jenny Newman","2840"
"Erich Fromm","1802"
"Sheila Sancha","14242"
"Claire Ford","1979"
"Maude S. Wah","866"
"Sue Miller","972"
"Betsy Carter","4440"
"Bunkie Lynn","5661"
"Khaled Hosseini","2794"
"Horst Rechelbacher","13254"
"Mark Frost","1546"
"Stieg Retlin","4668"
"Princeton Language Institute","9584"
"Joyce Trollope","15174"
"Mary Molt","11980"
"Stephen R. Bissette","7380"
"Donald R. Burgett","2852"
"John Toland","11698"
"Paul M. Angle","4715"
"Reeve Lindbergh","14825"
"Gerry Goldberg","14794"
"David Glusker","11450"
"Bob Tore","1541"
"Stanley Kubrick","13129"
"Elsa Walsh","6201"
"Manuel Jorge Marmelo","7059"
"Ron Nyswaner","8589"
"Peggy Parish","5677"
"Brian Freemantle","8795"
"Joel Brouwer","4864"
"PerHenrik Gurth","12697"
"Shay Youngblood","11523"
"Matthew Lesko","10066"
"Eva Heller","1384"
"Michael Thomas Ford","4368"
"Moacyr Scliar","14266"
"Kenneth Gatland","8057"
"Hubert Haensel","15455"
"Paul Denham","9928"
"Théophile Gautier","13572"
"J.J. Dewey","7067"
"Abba Eban","10043"
"Lawrence Schiller","6680"
"Sembene Ousmane","12379"
"Sheri McGregor","9173"
"Anhua Gao","6283"
"Charles Ingrid","12247"
"Wendell Berry","6203"
"Heidi E. Y. Stemple","12701"
"J. C. Suares","13920"
"Steven Heller","4396"
"W.R. Thompson","14147"
"Elliot S. Maggin","9748"
"St. Augustine","1902"
"Alan Spence","773"
"David Kirk","8908"
"Harold R. McAlindon","1971"
"John Schoenherr","2638"
"Alan Witschonke","11974"
"Anne George","11320"
"Bruce Patton","7637"
"Hiromi Goto","11849"
"E.B. White","12040"
"Rosalind Miles","1780"
"Laurie Fox","3332"
"Geoffrey Skelton","2429"
"Ray Blackston","15645"
"Ken Follett","115"
"Sue Civil-brown","2269"
"Pam Young","4350"
"David McKain","14733"
"Robert Llewellyn","8560"
"Vitaliano Brancati","4634"
"Leo; Leo Buscaglia Buscaglia","11790"
"Maggie Osborne","14769"
"Mick Fleetwood","6850"
"Laurence Shames","3895"
"Truman Capote","1125"
"Walter Farley","5862"
"Atima Srivastava","8137"
"Charles De Lint","266"
"Paul Theroux","138"
"Michele Jamal","4549"
"Thomas H. Pauly","14080"
"Christina Buchmann","8722"
"George Townshend","14778"
"Orhan Pamuk","3999"
"Charles Tomlinson","3444"
"Dennis Boutsikaris","13181"
"Monica Strauss","13673"
"Kieran Crowley","13904"
"Kees Van Kooten","9392"
"John N. Davie","3237"
"Hilary Walden","9850"
"Dyan Sheldon","11205"
"Robert Inman","6264"
"J. D. Robb","2978"
"Stewart Home","6578"
"Peter Robinson","5098"
"Joe R. Lansdale","7022"
"Sender","15580"
"Philip Goldberg","2766"
"Monica Furlong","8723"
"Connie Bennett","11443"
"Mandy Wagstaff","3671"
"Pierre Augustin Caron De Beaumarchais","10186"
"Jack Countryman","7667"
"Reeves Hubert","13589"
"Douglas Coupland","2805"
"Agueev M","13557"
"D.W. Buffa","9409"
"Joseph A. Citro","7233"
"Sempé","2605"
"Robert H. Eisenman","9527"
"Charles D. Hayes","10858"
"Gloria Singer","7599"
"Mandelbaum","12829"
"Toby Young","2642"
"Michael Mewshaw","15141"
"Stella Gibbons","2348"
"Jason Fruchter","13958"
"Alvin Moscow","10902"
"William Hasker","14932"
"Curt Sanburn","12215"
"Leah Hager Cohen","14349"
"Sally Laity","11348"
"Nancy K. Robinson","9736"
"Siobhan Dodds","10246"
"Josh McDowell","3207"
"Emma Mclaughlin","517"
"Barbara Robinson","9288"
"Christine Feehan","5542"
"Tommy Hays","8164"
"Julia","8761"
"Professor Peter Singer","10404"
"Ellen Conford","8469"
"Michael Ledwidge","13507"
"Rh Value Publishing","505"
"Lawrence Goldstone","1459"
"Patricia Briggs","8403"
"Jean Thompson","12607"
"Brian Heron","2786"
"David Daiches","8274"
"Lee Smith","810"
"Gordon Aeschliman","15192"
"Joan Kilby","13204"
"Michael Rosen","1584"
"Heather Arnel Paulsen","1874"
"Ann Ripley","8591"
"Norman MacAfee","12763"
"Alma H. Bond","5084"
"Kate White","4931"
"Lilian Lee","11912"
"Harry Kressing","11810"
"Robert Singleton","13373"
"Michael Fry","12197"
"John Lukacs","6948"
"Walter Sorrells","6170"
"Hampton Sides","2856"
"M. L. Kenyon","2511"
"Jack Schaefer","5068"
"Gerald Petievich","4613"
"Sarah Wilson","12609"
"Michel Quoist","15185"
"Carrie Fisher","5887"
"Caroline Cross","10078"
"Lian Hearn","5781"
"Monster Kody Scott","8498"
"Les Martin","7986"
"Linda Dobson","3382"
"Olivier Rolin","13646"
"Vaclav Havel","9834"
"Victor Ostrovsky","15197"
"Sally Jenkins","4349"
"M.S. Murdock","10688"
"Patricia Moyes","10075"
"Theresa Nelson","4036"
"Gayle Lynds","2626"
"Matthew Restall","13432"
"Scott Westerfeld","13465"
"Emeril Lagasse","2278"
"Al Gore","9127"
"Aisha Ikramuddin","5649"
"John E. Walvoord","11543"
"Mary Jane Auch","8881"
"Russell Fraser","8009"
"Molly Rice","3132"
"Tanya Michaels","5658"
"Mariah Stewart","10152"
"Marie Jacks","15409"
"Gabriel King","10565"
"Phil Lee","11420"
"Paddy Ryan","8092"
"Alastair McNeill","3049"
"Nik Scott","14067"
"Cameron Hawley","15307"
"Janet Hale","6924"
"Norman Lewis","15272"
"Peter Burton","12613"
"Stacy Keach","11"
"Emily Eden","14065"
"George Wilson","2851"
"Catharine O'Neill","11183"
"Karin Yapalater","4388"
"Rob Kean","12686"
"Ray Brad","2696"
"Graham Oakley","12184"
"Athol Fugard","11436"
"Marie Nimier","13631"
"Northam Anderson","15448"
"Patricia Reilly Giff","595"
"Julie Morgenstern","579"
"Steven Phillips","13477"
"David Rosenfelt","4469"
"RH Disney","12018"
"Rainer Schmidt","2302"
"Jules Watson","4737"
"Jane Lyle","6162"
"Eva Rechel-Mertens","15555"
"Francena H. Arnold","14962"
"Michael A. Thomas","14282"
"Lisa Falkenstern","8281"
"George Pelecanos","12209"
"Colin Eisler","11907"
"Charles L. Grant","10081"
"Tom Butterworth","14605"
"Victoria Price","3326"
"Ivan Doig","1043"
"Deborah Cartmell","7998"
"Anne M. Raso","6995"
"Patricia Wentworth","9224"
"Stanley Milgram","1904"
"Judith Duncan","6186"
"Frederick J. Moody","385"
"Christopher Tolkien","1062"
"Natalie Zemon Davis","3744"
"Maxine Combs","11200"
"Horst Herzig","3741"
"Geraldine Thorsten","2369"
"Betty Friedan","6934"
"Saul Bellow","1272"
"Anthony M. Fauglid","2474"
"Michael R. Bloomberg","14362"
"Nikki Rivers","3466"
"Don W. Weber","10696"
"Lewis Carroll","401"
"Christopher Frayling","3884"
"Geneen Roth","12459"
"Jane B Burka","5496"
"David Crombie","759"
"Johanna Westerman","10217"
"Will Osborne","12698"
"ARNOLD P. ABBOTT","9643"
"Russell L. Ford","1504"
"Pierre Choderlos De Laclos","13353"
"Caroline Rivolier","3613"
"Jill Henry","4885"
"Michael Kanaly","9143"
"Benita Eisler","14411"
"John M. Ford","11697"
"Scott Brick","1870"
"William J. Coughlin","2667"
"Alan Casty","14744"
"Cinammon Burke","3338"
"Paul Solotaroff","3210"
"Chuck Hill","75"
"Isadora Tattlin","7898"
"Frederick Douglass","6067"
"Paul Millman","14491"
"Anna Jennet","1113"
"Mike Jahn","8878"
"Charlotte Bronte","2680"
"Yves Savourel","6511"
"Roger Priddy","12715"
"Harold L. Klawans","15117"
"Angelika Bardeleben","7862"
"Franz Lidz","14328"
"Ray Kurzweil","9917"
"Jeffrey Lord","15073"
"Thich Nhat Hanh","3785"
"Anne Civardi","13968"
"E. L. Doctorow","5095"
"Léo Lack","2352"
"Stella Braam","3496"
"Rosie Daley","7437"
"Ann K. Fisher","6433"
"Ian Stewart","13685"
"Marilyn Duckworth","12267"
"Robert Jastrow","9933"
"Anne Wilson Schaef","3946"
"Bonnie Gabriel","5505"
"Karen Ha","2171"
"Peter Carey","3337"
"Amy J. Fetzer","6235"
"Howard Hendricks","14887"
"David Mostyn","1917"
"Pearl Buck","13532"
"Rick Foster","10853"
"Michael Martchenko","6916"
"Steve Bennett","6343"
"James Tertius DeKay; James Tertius De Kay","12257"
"Jack Shepherd","12982"
"Aphrodite Jones","13195"
"John McMurry","2113"
"D. J. Donaldson","9119"
"Francis Fernandez","10974"
"H. Mitchell Caldwell","7866"
"Amir D. Aczel","13421"
"Abby Kanter","4463"
"Robert Tallon","12754"
"Colin Turnbull","8119"
"Rolf Potts","6143"
"Chuck Logan","1723"
"Saxton Judith","12580"
"Shelley Austin Kastner","3175"
"Andre Gayot","6220"
"Philip G. Rouse","10108"
"Laurie Colwin","13228"
"Brenda D. Adderly","14611"
"Stefan Andres","15457"
"Lyn Stone","13912"
"Michael Macrone","14824"
"Jose Eugenio Soares","5085"
"Anita Shreve","135"
"Carole L. Glickfeld","13286"
"Elia Kazan","8636"
"Joe Harnell","9381"
"Haven Kimmel","6026"
"Christopher Rice","376"
"Mr. Al Biondi","12382"
"William H. Chafe","10957"
"Bil Keane","12059"
"Charlotte Brontë","4033"
"Josephine Carr","2975"
"Peggy Nicholson","5213"
"Hana Wirth-Nesher","8856"
"Thoma","7040"
"Susan Brownmiller","3945"
"John McEnroe","739"
"Corina Tettinger","4139"
"James Hynes","8236"
"Adrian Mitchell","1609"
"Taiping Shangdi","1636"
"Maria Angels Julivert","15357"
"Cassandra King","4434"
"Richard Wright","11015"
"E. Sculley Bradley","14104"
"Jennifer Plecas","4265"
"James D. Houston","10218"
"E.L. Doctorow","824"
"Evan Hunter","2590"
"Khristine Page","2243"
"Merline Lovelace","3897"
"Ralph Leighton","9828"
"Alien Stevens","4483"
"John Nichols","5188"
"Paula D'Arcy","8941"
"Terri Windling & Ellen Datlow","11864"
"Garfield Reev","3370"
"Laura Kinsale","8680"
"Sally Fitzgerald","1608"
"Jan Berenstain","1411"
"Sena Jeter Naslund","4352"
"Renee Blank","14991"
"Hardie  Gramatky","7331"
"Mary Jane Frances Cavolina","14253"
"Jenna Mills","2416"
"MaranGraphics","5014"
"Leigh Riker","6144"
"Richard Flanagan","2046"
"D.R. Schanker","14590"
"Douglas Bo","14648"
"Brett Helquist","747"
"Tim Evans","7405"
"Martha Manning","8737"
"Richard Mason","8073"
"Mary Sheedy Kurcinka","7957"
"Marianne Wesson","5109"
"Al Franken","253"
"Debra Dixon","3899"
"Allan Gurganus","11073"
"Rachel Bell","4538"
"McCoy Judi","4450"
"Denise Giardina","12301"
"Acton Figueroa","12591"
"James C. Robertson","927"
"Bernice Carton","14350"
"Janelle Taylor","3182"
"Ann Voss Peterson","13208"
"Sally S. Wright","13070"
"Glen Duncan","7694"
"Sandra Cisneros","1023"
"Mary Balogh","8861"
"Donald; Bear","14391"
"Lovecraft","13612"
"Tim Robinson","8162"
"Irene Testot-Ferry","6913"
"Ariella Papa","1030"
"Ulli Günther","5407"
"Phillip C. McGraw","7321"
"Shifra Horn","8159"
"Sanami Matoh","15476"
"Tad Williams","2393"
"Kensington","15"
"Michael Patrick Hearn","15635"
"Leslie A. Fiedler","7810"
"Kirpal Singh","12588"
"Emily Hendrickson","7876"
"Montherlant","4272"
"Julie Kistler","10128"
"Sr. Mary Jean Dorcy","4293"
"Russell Baker","5633"
"Karyn Monk","5423"
"James Axler","10549"
"Frances Kuffel","623"
"Nick Caistor","13358"
"Lisa McCourt","10486"
"Roy Adkins","3558"
"Mark  Helprin","11905"
"Vincent Andriani","12904"
"Hans Hermann","5259"
"Julia Fenton","3380"
"Georgette Heyer","269"
"George Negus","7680"
"Herbert Günther","5408"
"John Follain","12693"
"Pat Wallace","11669"
"Maxine Rose Schur","10769"
"His Holiness The Dalai Lama","13789"
"Jay Jennings","13086"
"Shirley","4054"
"Lori Copeland","12956"
"Judith Stanton","1717"
"Kristine Kathryn","14451"
"Stuart Brent","11524"
"Christopher Reich","3254"
"Michelle Coxall","3203"
"James M. McPherson","9704"
"Paul Golding","7921"
"Zolar","4150"
"Susan Allen Toth","13019"
"John Von Neumann","13677"
"Robert B. Parker","337"
"Carol Ann Lee","12398"
"Stephen A. Bly","4025"
"the Late A. S. L. Farquha","7305"
"Hsi-Sheng Chi","11022"
"Glenn Dakin","4624"
"Diane Wood Middlebrook","11211"
"Ken Kaiser","13482"
"Lance Walheim","8786"
"Alan Rich","6707"
"Bill Dahl","12445"
"Lisa Hammel","8464"
"Sonia Soto","5029"
"Tonke Dragt","6080"
"Peg Kehret","8276"
"Christopher Golden","1815"
"Thalassa Ali","8203"
"Philip Bashe","8652"
"John Kurtz","10483"
"Fern Michaels","630"
"Phyllis Haddox","6500"
"Donald F. Glut","2225"
"True Kelley","12075"
"Diana Hendry","10241"
"Rachael F. Heller","7435"
"Günter. Jäckel","13761"
"Norman Node","12093"
"Stephen J. Weininger","521"
"Julie Harris","12993"
"Sarah Zettel","8240"
"Margaret Snyder","12594"
"Ruth Hayes","9530"
"Caryle Hirshberg","10751"
"Elizabeth Cohen Van Pelt","8495"
"Deborah Bedford","11667"
"Meek","8593"
"Stanley Pottinger","4446"
"Richard Owen","13868"
"Diane DiPrima","6298"
"Nigel Williams","9898"
"Jane Isenberg","6325"
"Kathryn Harrison","5766"
"Leo Calvin Rosten","10721"
"Myrna Oakley","12457"
"Leslie Fiedler","14404"
"Michael Peak","2385"
"Judy Blume","1298"
"Knut Krüger","9085"
"Nancy Kilpatrick","7275"
"Robert Ballard","7939"
"PC LEARNING LAB","8869"
"Phoebe Gloeckner","2939"
"Marion A. Kaplan","8209"
"D M Thomas","5526"
"William Wells Brown","7555"
"Eric Thompson","778"
"Blank Journal","14876"
"Susan Bowes","1009"
"Alice Ferney","13628"
"David Hooper","10510"
"Elizabeth Darrell","15092"
"Jaime Bayly","3059"
"Peter V Orullian","10830"
"Arthur Watts","12933"
"John H. Davis","5891"
"Jack Kersh","11452"
"Vera Neville","8609"
"Susan Forward","4375"
"Elizabeth Laird","1047"
"Jacques Tournier","3372"
"Richard L. Miller","12326"
"Naomi Nash","5858"
"Robert Amoroso","6202"
"Beth Saulnier","1928"
"Peter Lourekas","1694"
"Hermann Buchner","13744"
"Aaron Asher","10441"
"George Downing","12836"
"Georgia Bockoven","14591"
"Marc Edmund Jones","10642"
"JANE GARDAM","12576"
"Mike Myers","9033"
"T. A. Barron","2930"
"Robert E Vardeman","14460"
"Ezra Whiteman","12092"
"Tobias Smollett","7914"
"Donna Jo Napoli","276"
"Robert Half","5137"
"Jane E. Aaron","9556"
"Takehiko Inoue","15478"
"Mia Yun","5735"
"Ovid Demaris","7148"
"Ricardo Semler","7210"
"Marcia Chellis","11207"
"Barbara Rowley","9577"
"Mark Carwardine","339"
"Iselin C. Hermann","14409"
"Leif Enger","2209"
"Florence King","407"
"M M Kaye","13853"
"Jamila Gavin","13978"
"Sandra Gurvis","5945"
"Richard Bohringer","4627"
"Susan M. Lark","8102"
"And Vogel","449"
"Carole Bloom","9721"
"Kim Carlson","9762"
"Greta Guzek","12543"
"Jidéhem","14182"
"J.R.R. Tolkien","732"
"Hanjo Lehmann","6085"
"Gloria Murphy","3453"
"Arthur W. Upfield","375"
"Joan (editor) Pullman","9088"
"Tonino Bénacquista","13648"
"Karen Casey","8750"
"Jonathan Havard","4615"
"Michael Reaves","2377"
"Gregory Howard Williams","9291"
"Mary  Balogh","11587"
"Elisabeth Badinter","13576"
"Daphne Gottlieb","8390"
"Tania Modleski","7711"
"Jewel Kilcher","11542"
"Arthur V. Sellwood","2846"
"Richard P. McBrien","10984"
"Elisabeth Beyer","3353"
"Al Roker","9118"
"Linda Graves","5728"
"Imraan Coovadia","9309"
"Carol Grace","3449"
"Bill Cleaver","4119"
"Lonn Friend","14771"
"Trudy Baker","13276"
"Friedrich Nietzsche","3723"
"Alan Paton","2293"
"C. S Lewis","569"
"Neil Dawe","6896"
"Aurthur Van Essen","1951"
"Gene Hackman","12435"
"Storm Constantine","5124"
"Charles Palliser","13399"
"Ann Rinaldi","1374"
"Nancy K Robinson","1372"
"Connie Flynn","10111"
"Katie Tamony","10746"
"Janice Dickinson","7262"
"John Feinstein","8804"
"Riane Eisler","9761"
"Diane Fitzgerald","12519"
"Owen Chase","12275"
"Doris Mortman","6599"
"Robert Burns","10928"
"Hans-Ulrich Lindken","13575"
"Eddie Obeng","5123"
"Andy Warhol","12172"
"Mary Cantwell","3255"
"Sandi Kahn Shelton","9583"
"Bill Lawren","4363"
"Betty MacDonald","6230"
"Mary W. Littell","6439"
"David Rees","12063"
"John Waller","6515"
"Jessica Mitford","12871"
"Katy Munger","1797"
"Kjartan Flgstad","6003"
"John Greyson","2058"
"Michael Hogan","6299"
"Mark Nepo","8768"
"Deepak Chopra","84"
"Neal Yamamoto","6890"
"Larry Collins","13642"
"Larry Millett","1759"
"Robert Lieberman","15163"
"Timothy A. Nieman","2112"
"Per Wahloo","2203"
"Renee","3301"
"James Lovegrove","11533"
"G. Weston Dewalt","1596"
"Anthony Everitt","3577"
"Lenn Redman","12789"
"Elizabeth Buchan","7485"
"William Sydney Porter","3478"
"Robert Garland","15067"
"Diana Gabaldon","1010"
"Jeff Perk","9589"
"Debbie Dadey","3259"
"Herman Belz","981"
"Zhang Yu Huan","11467"
"Catherine Gaskin","10097"
"R. A. Salvatore","2365"
"Alastair MacNeill","3048"
"Cindy Ross","2228"
"Rick Davis","1499"
"Michael D'Orso","5221"
"Phillip Giroux","8784"
"Steve Van Bocke","9636"
"Lebbeus Woods","12950"
"Ruth Bennett","6344"
"Ivy Landon","2414"
"Peter Van Der Veer","6422"
"Larissa Volokhon","2460"
"Sergio Cuan","14669"
"Mario Claudio","6786"
"Barbara Michaels","939"
"Sharon Lamb","904"
"Phil Parks","8584"
"Joyce Meyer","6341"
"Karen Kingston","14255"
"Karen Anders","8863"
"Mr. David Arp","15000"
"Ken Akamatsu","9042"
"Ji-Li Jiang","12720"
"Jen Green","1421"
"Frederick Manchester","4460"
"John M. Del Vecchio","6717"
"Judy Collins","1190"
"Myron Korach","1008"
"Marian Potter","15447"
"Jeff Mariotte","10359"
"John Gribbin","7131"
"Mark Helprin","71"
"Kent Anderson","1737"
"Thomas M. Disch","2687"
"(none)","5969"
"Andrew Motion","3410"
"Richard David Carson","5768"
"Beatrice Sparks","1394"
"Susan Faludi","10921"
"Linda Francis Lee","2265"
"Christoph Tr","1148"
"Robbie Branscum","7731"
"Ralph Goldman","14600"
"Berlin","9467"
"Marion Elliot","5759"
"Michelle Brandon","13303"
"Fran Lebowitz","12852"
"Charles Hemming","13994"
"Steve Halliday","14306"
"Leila Vennewitz","9478"
"Maureen Howard","1763"
"J. Gregory Keyes","12370"
"Leon Whiteson","7273"
"Geoffrey Wolff","7798"
"Lisa Scottoline","635"
"Jeff Smith","1646"
"Helen Hodgman","8668"
"Kevin Crossley-Holland","11313"
"Sa Shan","8614"
"Nina Kiriki Hoffman","2232"
"Patrick K. Luzadder","9327"
"Cameron West","7839"
"James W. Brown","6625"
"David Starkey","9019"
"Ian Jackson","10290"
"Jeanne DuPrau","1095"
"Patricia T. O'Conner","6772"
"Lois Lowenstein","14366"
"Sam Walton","11900"
"Dan G. Stone","9938"
"Joan Anderson","378"
"Hans Mayer","13698"
"Beth Kephart","11924"
"Elizabeth Peters","913"
"Rachelle Nelson","4888"
"Elizabeth Chan","11093"
"Marjorie Hudson","3864"
"David Budbill","7441"
"Ji-li Jiang","11867"
"Robert S. McElvaine","858"
"N. J. Dawood","9689"
"Patricia Frances Rowell","5928"
"Robert Simon","6964"
"June Vendall Clark","1223"
"Patricia; Patricia Wentworth Wentworth","15230"
"John Seabrook","3530"
"Judith A. Kates","6290"
"Karlfried G. Durckheim","1668"
"Joanna Hines","13971"
"Jean Giraudoux","1418"
"Tove Jansson","11893"
"Suzanne Wallis","4401"
"Carol Fenner","14197"
"Jean Sasson","9353"
"Linda /Bennett Shaw","11567"
"Irene M. Pascoe","3711"
"Barbara Love","9473"
"Sandra Egnolff","9093"
"Christopher G. Moore","9766"
"Stephen Gill","7257"
"Keri Hulme","7364"
"Sandra Glahn","6605"
"Kim Bartlett","14555"
"Ursula K. Le Guin","1773"
"Kim Johnson Gross","6417"
"Barry Lopez","343"
"Dave Wolverton","14070"
"Jennet Conant","7150"
"Arthur Plotnik","6750"
"Incorporated Al-Anon Family Group Headquarters","7777"
"Apsley Cherry Garrard","9073"
"Helen John","12169"
"Martin Sylvester","15109"
"James Grippando","4476"
"Katherine Ayres","8303"
"Andrew S. Hughes","1420"
"Eleanor Wachtel","11911"
"David Malouf","12425"
"Colin Powell","12114"
"Judith Guest","930"
"Dan Peters","11460"
"Alison Weir","8223"
"Elizabeth A. Scarborough","5540"
"Rennie Airth","6819"
"Thomas W. Speh","8125"
"Jill Thompson","791"
"Mary Stewart","3314"
"MoveOn.org","608"
"Colin McEnroe","14619"
"Roy Parvin","9869"
"Mund Fuller","13837"
"Chico Buarque","3977"
"Carla Stevens","11404"
"John Dufresne","2999"
"Hubert Selby","753"
"E. Donnall Thomas Jr.","2920"
"Connie Lane","2275"
"William Greider","6684"
"Carol Ellis","13669"
"Theodore Baker","14871"
"Walter Mercado","8805"
"Geraldine Brooks","4007"
"Christine Kump-Tibbits","14646"
"Stephen Arterburn","14156"
"Fiona Pragoff","7609"
"Penthouse International","4823"
"Lauren Sanders","783"
"Parker J.  Palmer","6204"
"Pat Relf","5140"
"Steven Lindblom","12074"
"Mary Mapes Dodge","8599"
"Bryan Dray","8658"
"Richard Mantel","831"
"Nancy Waxler-Morrison","5742"
"Cliff Nielsen","8282"
"Alexandra Baumrucker","6108"
"Hermann Palsson","5476"
"Ed Little","7727"
"Martin Booth","15342"
"Alexander Nehamas","313"
"Jeffrey Deaver","1212"
"Cathleen Medwick","15632"
"Mary-kate & Ashley Olsen","34"
"Michael Dibdin","3971"
"James Cowan","9175"
"Matthew Deandrea","6227"
"Sharlee Dieguez","2347"
"Ve N. Thubten Chodron","6660"
"Lynne S. Schwartz","8163"
"Kate Millett","5753"
"Pierre Boulle","8801"
"Judy Hindley","6891"
"Rachel Chandler","8022"
"Magda Bogin","10196"
"Christoph Hahn","7859"
"John Acorn","13502"
"Allison Pollack Alexander","4884"
"Penelope Fitzgerald","2686"
"Husain Haddawy","11136"
"Ravi Zacharias","11301"
"Gale E. Christianson","4062"
"Thierry Leguay","13633"
"Joy Reed","10386"
"Henry James","502"
"Richard Olney","7286"
"Guido Waldman","13361"
"Eileen Lottman","10709"
"Jillian Lund","1373"
"Shelby Hearon","14248"
"Richard Glaubman","13235"
"Allan","11170"
"Zachary Alan Fox","13959"
"Greg Farshtey","15069"
"Tom Raabe","5067"
"Aldo Leopold","14330"
"Dorothy Quelch","7746"
"Ronald Dobson","13887"
"Elroy Freem","1812"
"Warren Bennis","651"
"Lilian Jackson Braun","183"
"John Grisham","25"
"Allen Ginsberg","1494"
"Alice A. Bailey","4374"
"François-René De Chateaubriand","13616"
"Kenneth W. Royce","8850"
"Betty Miller","6547"
"John R. Neill","13013"
"Stephen Nasser","7448"
"Vallie Flet","6437"
"Lynette Chil","3735"
"Jacob Ludwig Carl Grimm","8700"
"John V. Thill","1653"
"Tibor Gerge","12174"
"Don Daily","3103"
"Michael Farquhar","9715"
"Jill Robinson","5939"
"Alexandra David-Néel","691"
"Diane Carey","2368"
"Richard Hughes","10643"
"Dyanne Gibson","1264"
"J.R. Black","14677"
"Bill Lyon","8577"
"Elle Eggels","8181"
"Julie Otsuka","12266"
"Lois Erickson","5364"
"Nathaniel Philbrick","2914"
"Noelle Howey","12021"
"Bonnie Tucker","2316"
"Jeremiah Healy","5110"
"Stedman Graham","4704"
"Fredrik Pohl","14417"
"Elaine Viets","10064"
"Jean Craighead George","1853"
"Paul Levinson","12377"
"Robert J. Harris","11305"
"David Shobin","10731"
"Richard Laymon","5405"
"Michael Herring","2387"
"Peg Sutherland","10358"
"Kate Farrell","10419"
"Martin Mull","3334"
"Will Gatti","5264"
"Julia M. Pitkin","6481"
"Peace Pilgrim","4059"
"Scott Gardiner","5087"
"Fran Drescher","14494"
"Robert Rooney","10790"
"William Goldman","945"
"Mary Kidd","8712"
"Arlene James","7562"
"Irene Northan","11534"
"Lewin","2781"
"Ward Just","7960"
"Donna Carlson","14679"
"Martha Moody","14013"
"Satya Das","5250"
"Elaine Showalte","1166"
"Helen Stratton","5636"
"Gregory Benford","9191"
"Ann Evans","5210"
"Peggy Vincent","12665"
"Toni Morrison","26"
"Salvatore R.a.","9523"
"Oswald Wynd","9492"
"Rick Simonson","6795"
"Cyril Wecht","2033"
"W.G. Moore Moore","3722"
"Amy R. Kaplan","4192"
"Stephen Hill","1215"
"Maralde Meyer-Minnemann","200"
"Danforth Prince","13105"
"Helen Keller","5011"
"Janet Quin-Harkin","4673"
"Dan Thornberg","15022"
"Terese Ramin","6637"
"Edward Abbey","4354"
"Anna","448"
"Evan Marshall","13382"
"Andy Stack","14370"
"Robin Bailey","14676"
"Loana Petrucciani","10258"
"June Shiver","13802"
"Lazaris","12918"
"M.J. Rose","2426"
"Sharon Creech","1578"
"Victor Serebriakoff","13712"
"Victoria Poyser","10611"
"Johann Wyss","14545"
"Ryo Mizuno","14033"
"Sydne Heather Schinkel","3994"
"Randall Adams","12669"
"Sharon A. Feaster","2231"
"Peter Hart","6131"
"John Nunneley","9378"
"Rebecca Campbell","11304"
"Dustin Thomason","10760"
"Hilary Jenkins","4835"
"Katherine A. Applegate","2237"
"Vincent Torre","1330"
"Scott R. Russell","12418"
"JAMES WHITEHEAD","14125"
"John L'Heureux","1206"
"Rachel Cowan","5159"
"Jim Loftus","15624"
"Mary Murray DeLaney","13085"
"John Simpson","7959"
"M. K. Jo","5749"
"Donald Barthelme","15035"
"Joshua Halberstam","9035"
"Henry Lincoln","5393"
