"Emma Donoghue","788"
"Margery Williams","6504"
"Joel Martin","13041"
"Jonathan Gash","6669"
"M Piercy","10716"
"Kate Adie","6834"
"Donna Kimel Vitek","11643"
"Mia Ryan","7139"
"Howard Richler","6513"
"Gloria Orenstein","12027"
"Euripides","12815"
"The Editors Of Rolling Stone","7069"
"Arto Paasilinna","1886"
"Steven V. Roberts","8126"
"J. J. Scarisbrick","11005"
"Colin Stinton (Narrator)","2175"
"P. W. Atkins","2115"
"Stephan Reebs","15377"
"Cynthia Wright","6483"
"Gary Hogg","5163"
"Ellen Byerrum","6398"
"Robert H. March","6123"
"Christopher Paolini","12068"
"Baine Kerr","10627"
"James Kahn","1172"
"Mary Jo Putney","2168"
"Peggy Webb","13909"
"Marie Vassiltchikov","6305"
"Ed Strnad","12424"
"Emma Chichester Clark","10249"
"Reynolds Price","11515"
"Katherine Sutcliffe","8678"
"James Lowder","4532"
"Margaret Smith","8840"
"Sheila L. Skemp","2873"
"W. Fezler","13037"
"James McIlrath","12690"
"Richard Curtis","13710"
"Fox Morton","15389"
"Jerry Bledsoe","1335"
"Margery Allingham","6107"
"Giorgio Amitrano","15533"
"Kim Barnes","5425"
"Hilary Ba","10599"
"Leif Davidsen","15564"
"Jack Hitt","12813"
"Miranda Gray","9844"
"Mary Evans O'Keefe Gravalos","1443"
"Mark Victor Canfield","14130"
"Mercedes Lackey","606"
"E. Patricia Birsner","14285"
"Richard Pevear","2459"
"Lynn Pan","14062"
"James M. Citrin","13173"
"Sage","4950"
"Bartholomew Gill","5389"
"Mike Gayle","98"
"Sheila Heen","7638"
"Anna Peturnig","13690"
"Marlo Morgan","3490"
"Hugh Lofting","12034"
"W. R.  Mitchell","2042"
"Susan Hightower","12135"
"Sandra Haldeman Martz","10877"
"Jill Churchill","4018"
"Cheryl Smith","13800"
"Robert Kimber","10401"
"Sarah Gilbert","8028"
"Henry Root","4714"
"Robert Blanchard","4224"
"Marilyn Butler","4729"
"Elizabeth Boyle","11570"
"Babette Cole","5532"
"Julia Reed","6570"
"Alex Lowy","14520"
"Foreword By Scott Hahn","12805"
"Mike Romano","6288"
"R. L. Stine","1428"
"Marion Roach","2038"
"Ru Emerson","8409"
"Rick Bundschuh","9227"
"Marianne Williamson","2146"
"S.E. Hinton","13670"
"Jon Stone","12162"
"Gordon Jarvie","772"
"Betty Radice","3767"
"Leopold Infeld","15028"
"Glenn Meade","3053"
"Janice Kaiser","11141"
"Han Nolan","8730"
"Patricia Nell Warren","4045"
"Gary Land","8506"
"Kenn Harper","11848"
"John M. Caher","8478"
"Seth Mcevoy","10758"
"Gloria Anzaldua","13330"
"Gary Blackwood","6243"
"Lori Wick","5610"
"Marton","11637"
"Camilo Jose Cela","3483"
"James Taylor","6595"
"Julie Cannon","12262"
"Philip Ardagh","757"
"Dahl Taylor","2734"
"Etienne Van Heerden","11264"
"Tom Topor","13930"
"Todhunter Ballard","15323"
"Inga Moore","10243"
"Thomas Keech","7941"
"L. B. Cowman","2648"
"Jack Moore","10518"
"Robert Olen Butler","5304"
"Sue Ellen Cooper","3628"
"Roberta Carter Clark","5609"
"Laura Tuan","6155"
"Lauren Kelly","12626"
"Carol Bly","13385"
"Jane Urquhart","7987"
"Sanford Hoffman","15261"
"Jim Jordan","12737"
"Kathleen Hersom","7765"
"Nikolai Gogol","2800"
"Karen Ranney","8865"
"Giles Gordon","5391"
"Terry Bradshaw","15076"
"Mary Morris","12550"
"Pete Hamill","2958"
"Mike Burns","7662"
"Sarah Smith","14724"
"Fred Vargas","4233"
"Ros Stanley","1427"
"Glade Curtis","10745"
"Lin Wellford","8429"
"Jerzy N. Kosinski","15032"
"Regina Sara Ryan","8248"
"James Howe","5606"
"Russ Martin","10711"
"Lawrence Norfolk","12541"
"Ramsey Campbell","12624"
"Jean Ferris","11080"
"Elizabeth Adler","235"
"Jill McCorkle","12540"
"Gloria Whelan","6232"
"Candice F. Ransom","444"
"Abraham. VERGHESE","5284"
"Yossi K. Halevi","7965"
"Isaac Bashevis Singer","977"
"Bash Dibra","14009"
"Jane Shapiro","5373"
"Simon Doonan","12304"
"Liu Hong","10313"
"Craig Claiborne","12538"
"Pricilla Hamilton","8898"
"Thomas Scoville","4069"
"Owen Beattie","9957"
"Elisabeth Robinson","676"
"Laurence Marks","1644"
"Mal Karman","15224"
"Anna Deavere Smith","2445"
"Eleanor Roosevelt","1182"
"John Long","5800"
"David B. Feinberg","14024"
"Kathleen Ann Goonan","1746"
"Kenneth Blanchard","637"
"Michel De Montaigne","6979"
"Alice Randall","4081"
"Elaine Bergstrom","13659"
"Linda Lenhoff","3820"
"China Mieville","3321"
"Jessica Maxwell","7717"
"M. J. Ryan","2908"
"Louise Erdrich","1096"
"Colleen L. Reece","8603"
"Sheila Bender","13384"
"Gwen Lee","3930"
"Frank O. Braynard","4397"
"Melody Carlson","666"
"Patricia Heaton","5341"
"Lois Hole","8439"
"Richard Henry Dana","8197"
"Vasant Joshi","11003"
"Connie Fletcher","7317"
"Hollace Davids","14416"
"Victoria Sullivan","1543"
"Margaret Mitchell","5510"
"Aimee Bender","5289"
"Rick Barba","7413"
"Kathleen De Marco","14011"
"Alma Marceau","5090"
"Terry Lindvall","10569"
"Helen Hooven Santmyer","9749"
"Bruce Coville","441"
"Paul Levine","13949"
"Abdullah Yusuf Ali","12679"
"Rod McQueen","8219"
"Len Richmond","2051"
"David Iglehart","76"
"Ilya Ilf","3871"
"Robert Pirsig","3319"
"Robert Adams","3690"
"Teddy Slater","12142"
"John Gardner","4232"
"Patricia Waynant","8479"
"Tina Cohen","12289"
"Antony Sher","3387"
"Marvin Kaye","15516"
"Tennessee Williams","7873"
"Christine Rimmer","1123"
"Colleen Dora","13409"
"Muriel Gray","9521"
"Charlotte Bingham","4894"
"Pat Rodegast","1716"
"Phyllis Rose","12968"
"Michael Bond","10263"
"Norma Kassirer","2508"
"Piers Dudgeon","3082"
"The Editors Of Consumer Reports","6095"
"Charles R Swindoll","872"
"William Theodore De Bary","6731"
"Anna Johnson","13256"
"Better Homes & Gardens","3733"
"M. E. Hirsh","11862"
"Simone De Beauvoir","745"
"Rebecca Ore","8026"
"Moses Hadas","9453"
"Vicky Emptage","8251"
"Tania Kindersley","7266"
"Jeremy Hawthorn","14631"
"Frances Gray Patton","12885"
"Charles Juliet","13613"
"K. C. (editor) - Intro By Clive Bar","13408"
"J. J. Graham","13293"
"Oscar Williams","6019"
"Stanley Marcus","3192"
"William R. Maples","885"
"Lynsay Sands","8952"
"Maryse Wolinski","8095"
"Kathleen O'Reilly","3467"
"Wendy Leigh","1287"
"Tony Horwitz","2208"
"Loren Lester","5327"
"Sally Morningstar","12571"
"Paul Kent","1074"
"Wendy Lazear","9691"
"Fritz Leiber","10638"
"Paul Brodeur","15333"
"Morris Dickstein","4587"
"Richard Smith","13174"
"William J. Mann","1536"
"Patricia Wendorf","11834"
"K. C. Cole","8242"
"Roberto Marchiori","6912"
"Gemma Grott","9683"
"Steven Levenkron","11782"
"Nathan Englander","2810"
"Joris-Karl Huysmans","9089"
"Blake Crouch","12636"
"Cindy Champnella","14078"
"Mark Bricklin","3016"
"Stefanie Kuhn-Werner","7343"
"Jackie Merritt","5216"
"Jean Paul Tibbles","2737"
"Harold R. Lacy","6424"
"Doro Göbel","2674"
"Parker C. Hinter","5673"
"James A. Antonucci","2842"
"Chevys Inc Staff","15003"
"Bharati Mukherjee","13476"
"Peggy Claude-Pierre","14730"
"Jean Aitchison","10443"
"Chas Griffin","11986"
"Cait London","3503"
"Richard L. McGuire","5005"
"Benrei Huang","14678"
"Anne Raeff","13135"
"John De Chancie","15317"
"Carol Hymowitz","10927"
"Nancy Peske","4386"
"Carl Sargent","2520"
"Charles Causely","9346"
"Kate Daly","6077"
"T. J. Reed","15603"
"Melanie George","2273"
"Andreas Eschbach","5911"
"Norman Bridwell","243"
"A. C. Bhaktivedanta Swami Prabhupâda","2101"
"William Styron","1859"
"Jacques Bouveresse","13588"
"Jack McDowell","14435"
"Thomas Philbrick","8198"
"Lydia Adamson","4094"
"Elizabeth Morgan","10700"
"Andy Meisler","1689"
"Andy Sloss","768"
"Rachel Cusk","11231"
"Linda Hallam","4458"
"David Fisher","13483"
"Mark Chadbourn","10047"
"Tracy Sin","7393"
"Bonnie Sharpe","2099"
"H Roberts Design","8573"
"Linda Jennings","5559"
"Sandol Stoddard Warburg","14977"
"Ellen R. Sasahara","15644"
"The Vanessa-Ann Collection","10940"
"Katie Schneider","7905"
"Michael B. Rothenberg M.D.","6952"
"Penelope Evans","14485"
"George Ancona","2160"
"Stephen D. Allen","4052"
"Patricia Crick","9355"
"Joan Cleveland","1700"
"Myung Jin Lee","14042"
"David Peat","1280"
"Dagmar Ploetz","7784"
"John Duckworth","15396"
"Marly A. Swick","1205"
"Stephanie St. Pierre","14532"
"Elizabeth Inness-Brown","6269"
"Vivienne Flesher","14738"
"Ursula Markham","8557"
"Jesse Lee Kercheval","8962"
"Sid Fleischman","7755"
"Lewis Grizzard","137"
"Herman J. Viola","8807"
"John Carmody","7288"
"Emily Cale","11287"
"R.D.","11413"
"Stephen C. George","3807"
"MacDonald Harris","1458"
"Marina Warner","6678"
"Stephen Birmingham","7504"
"Katharine Hepburn","6639"
"I.Q. Hunter","7999"
"Jim Borgman","12250"
"Sarah Fox-davies","10237"
"Alisa M. Hoffman","5218"
"Sari Solden","13459"
"Anna L. Waldo","12284"
"Ruth Ryan Langan","13201"
"Elliotte Rusty Harold","10579"
"Dionys Burger","7036"
"Owen","15337"
"Götz Trenkler","6557"
"Vicki Croke","7649"
"Peter Hill","10316"
"Maurine Watkins","14079"
"Miguel Angel Asturias","7911"
"Jorge Luis Borges","15600"
"Patricia Harwin","13933"
"Louise Gordon","14170"
"Donald J. Sobol","4774"
"Mary Frampton","10566"
"Rod R. Butterworth","4516"
"Franck","7908"
"Tamel","2403"
"Ellen Ullman","10325"
"David Levien","8313"
"Chris Carter","2303"
"R. Cook","14896"
"Ann Moura","5838"
"Eira Reeves","15423"
"Harriett Springe","6903"
"Hom And Hom","5620"
"Noel Streatfeild","6383"
"Michael J. Rosen","1031"
"Alice Gaines","2412"
"Gertrude Chandler Warner","618"
"Peggy Fleming","13044"
"Guy De Maupassant","1627"
"Mitchell Pacelle","13241"
"Susan Feldman","9670"
"Joseph Kessel","13536"
"H. J. Rose","9448"
"Bruce Campbell","12756"
"Nick West","4679"
"Leo Pennanen","8540"
"Anne Cameron","7785"
"Hélène Narbonne","10044"
"Ambrose Bierce","5960"
"Jean Hager","4645"
"Randall Neustaedter","10502"
"Mick Middles","4102"
"Adele Faber","2218"
"Robin Bernstien","3949"
"Charlotte Mitchell","8412"
"Michael Lowerbein","13042"
"Zadie Smith","1011"
"Mark Burnell","10306"
"Howard Schultz","11933"
"Leah R. Robinson","15246"
"James Duncan","8976"
"Catherine Anderson","3465"
"Arturo Cuyas","6553"
"Dorothy Law Nolte Ph.D.","13022"
"Frank Browning","14483"
"Myla Goldberg","2335"
"Mimi Luebbermann","3941"
"James Ellison","8148"
"Harold Hill","15227"
"Diane Pershing","13898"
"Sara Hylton","14826"
"Cheryl Rilly","3589"
"Michael Cart","12272"
"Jerry B Jenkins Tim Lahaye","2651"
"Patrick Higgins","2060"
"George V. Higgins","7917"
"Y.L. Harris","11708"
"April Henry","7367"
"Henri Vincenot","13562"
"Patricia Vecchione","12565"
"Dr. Michael B. First","14789"
"Ruth Heller","11163"
"Richard","1174"
"Bill Buford","6497"
"Margot Zemach","13229"
"Harve Bennett","10690"
"Candace Ord Manroe","13809"
"J. T. LeRoy","6579"
"Ross Terrill","10989"
"Jenny Joseph","10878"
"Gabrielle Chamarat","10271"
"Andrew H. Malcolm","14020"
"Heike Wicklein","14808"
"Walter Wangerin Jr.","3695"
"Theodore Menten","7404"
"Walt Disney Productions","10162"
"Donna W. Cross","4788"
"Edward Carey","6580"
"Louie Anderson","12017"
"Rollins","12025"
"Peter Bruck","11736"
"Lars Eighner","12386"
"Bruce Degan","11383"
"J. Lawler","4420"
"Mikhail Lyubimov","2645"
"Russell Lee","6118"
"Kathryn H. Kidd","14143"
"TD Jakes","2480"
"Susanne McCarthy","11613"
"Nancy O'Hara","10876"
"Eduardo Duran","1347"
"Patricia Floss","10609"
"Leslea Newman","12273"
"Claire Hoy","15198"
"Connie May Fowler","1880"
"Nicola West","11605"
"R.D. Wingfield","12242"
"Harriet Beecher Stowe","9529"
"Gian Paolo Ceserani","14528"
"Janet Benge","12807"
"Clarence H.","11001"
"Marjorie Buckley Turcotte","15039"
"Pauline Rosenau","8646"
"Alice Steinbach","5267"
"Richard; Atwater","6685"
"Maura Seger","7392"
"Duane P. Schultz","7442"
"Katherine Towler","13165"
"Daniel D. Pearlman","13247"
"Anne Bishop","2941"
"Phyllis Wise","7747"
"Stanley Cohen","10680"
"Kathryn Lasky","7754"
"Donna Hill","6327"
"James McCourt","421"
"Arthur Luther","7042"
"Sue Kaufman","15118"
"Peggy Rambach","9856"
"Christine McGuire","4278"
"Robert Baer","13791"
"Oscar Wilde","270"
"S. Cannavo","10434"
"Billy Wade Roebuck","6415"
"Cathy Yardley","11176"
"Rose G. Mandelsberg","6575"
"Lydie Salvayre","13606"
"Todd Cramer","5561"
"S. Hughes","5981"
"Stephen Coonts","1283"
"Ursula Hegi","1002"
"Robert Schnelle","10476"
"Dona Vaughn","13857"
"Victor H. Krulak","3443"
"Raymond Pierson","4464"
"Cathi Hanauer","3636"
"Kay Arthur","13951"
"Edith Layton","5539"
"Stephen Sartarelli","4641"
"Andrew Klavan","1939"
"E .M. Delafield","12931"
"Nancy Mitford","9023"
"Diana Martin","9711"
"Adelheid Ohlig","13269"
"J. R. R. Tolkien","1539"
"Jean Brashear","6522"
"Paul Magrs","3409"
"Ouida Sebestyen","14734"
"Irene Gut Opdyke","5036"
"James Pruitt","12037"
"Gary Chalk","15253"
"Jane Cairo","14859"
"John Berendt","107"
"M. Stephen Lukac","10274"
"Maureen Dean","13153"
"Adam Brate","1642"
"Billie Green","11672"
"Alice Blanchard","3790"
"George Ulrich","14533"
"Kathryn L. Robyn","7101"
"Laura Ingall Wilder","613"
"Robert P. McCammon","15364"
"L. L. Greene","10706"
"Lauren Ruth Wiener","9769"
"Larry Ross","7333"
"Ziauddin Sardar","9983"
"Jaime Manrique","14419"
"Marion D. March","11701"
"Miguel De Cervantes Saavedra","2453"
"Gar Reeves-Stevens","10608"
"Daniel Shealy","6368"
"Sheila O'Connor","1270"
"Richard P. Henrick","3616"
"Lewis Libby","11075"
"Steve Chandler","7120"
"Lewis Gannett","8069"
"Joe Kraynak","4433"
"Ann Louise Gittleman","10628"
"Ian St.James","9132"
"Joshua Logan","11773"
"Jeff Shaara","11922"
"Samuel J. Butcher","2565"
"Clive Powell-Williams","6440"
"Susan Hill","7422"
"Anne Perry","247"
"Elizabe","10151"
"Robert Silverberg","1060"
"Jacqueline Navin","5136"
"Chin-Ning Chu","2279"
"Thomas Guillen","6561"
"Gary A. Lippincott","4418"
"MikWright Ltd.","11931"
"Sudhir Kakar","15614"
"Vladyana Krykorka","13519"
"Rochelle Majer Krich","5089"
"Virginia Euwer Wolff","10156"
"Laurie Barrows","6945"
"Pauline Reage","5625"
"Ted Michener","8238"
"Vella Munn","11143"
"Xenophon","14315"
"Mary Kingsley","7976"
"Carol Emshwiller","1311"
"No Author","9548"
"Roz Denny Fox","7428"
"Kurt Cobain","8481"
"PhD. Riaz Khadem","14489"
"Judith Ivey","8354"
"George C. Williams","4870"
"Suzanne Simmons","1838"
"Michael Capuzzo","6676"
"Linda Yang","4570"
"Melissa Scott","7204"
"Higgins Clark","3857"
"Alisa Bauman","14695"
"Katherine Ramsland","4499"
"Wayne Weible","3481"
"Jean Wickstrom Liles","12969"
"Perri O'Shaughnessy","5498"
"Robert H. Thomas","14981"
"Jonathan Halverstadt","13449"
"Akihito Toda","1707"
"Renata Ginter","12390"
"Lynn V. Andrews","2109"
"Ian S. Graham","5248"
"Carol Umberger","11309"
"Gillian Butler","3022"
"Julie Reece Deaver","4728"
"Stephen Bury","8386"
"Dori Jones Yang","11934"
"Deirdre Corey","8172"
"Yahiya Emerick","3029"
"Earlene Fowler","5100"
"Doris Grumbach","14233"
"Michael Foreman","5016"
"Gary W. Kuhne","14891"
"Tess Fries","7061"
"Bernhard Schlink","716"
"Vonda N. McIntryre","10692"
"Thomas Szollosi","12219"
"David Colbert","9097"
"Christopher Reeve","7484"
"Hilary Mantel","11827"
"Anthony Price","15110"
"Francis Murphen","2104"
"Daniel Pennac","2928"
"Mark Cashman","4783"
"Evan Kingsbury","15279"
"Nicholas W. Maier","9388"
"Jon Chandler","10471"
"Janet Morris","10708"
"Linda Buckle","7133"
"Grace Livingston Hill","14829"
"Ron Naveen","2859"
"Jack Hodgins","6338"
"Bentley  Little","8192"
"David Baldacci","175"
"Myung-Jin Lee","14043"
"Donald Goines","11996"
"Carl Hiaasen","536"
"Paul Monette","664"
"Dorothy Garlock","1319"
"Eric A. Kimmel","8830"
"John Borneman","857"
"Mark Kurlansky","12451"
"Diana Wells","8699"
"Charles Thornbury","14124"
"Chuck Yeager","12995"
"William H. Whyte","11872"
"David Wingrove","3002"
"Guy Damian-Knight","4178"
"Josi Guadalupe Pos","11475"
"Bertrand R. Brinley","7764"
"Andrea Edwards","3919"
"Jessica Marchant","11645"
"Roberto Juarroz","513"
"Terry Goodkind","7021"
"Odo Hirsch","4646"
"Ursula K Le Guin","4186"
"Gerald Seymour","10744"
"Olive Etchells","15617"
"Catherine Landis","3426"
"Carmen Renee Berry","9889"
"John Burningham","9059"
"Elaine Fox","10126"
"Sheryl Lynn","13206"
"Richard Burton","923"
"Jack McDevitt","14051"
"Richard Brightfield","2500"
"June Thomson","15152"
"Randolph Hogan","5279"
"David A DeWitt","14902"
"Gail Tsukiyama","4501"
"Dane Saavedra","316"
"John K. Ryan","1903"
"Lyndon Baines Johnson","8528"
"Christine Breen","12857"
"Dorit Zinn","3056"
"E. A. J. Honigmann","1313"
"Enid Blyton","292"
"Patricia Ingham","12828"
"Michael Matthews","6198"
"Ernst Walter","13691"
"Nancy Harmon Jenkins","7097"
"Robert F. Young","15074"
"Steve Hodel","7056"
"Giovanni Pontiero","3542"
"Steve Moss","3536"
"Mark Christensen","9037"
"Dorothy Bayley","14959"
"Robert Girardi","7377"
"Paulette Bourgeois","7626"
"Loralyn Radcliffe","6926"
"Vicki Robin","8983"
"Dolores French","7430"
"Leslie Dunkling","4927"
"John Maddox Roberts","8132"
"Ron Carolissen","13794"
"Nicole Thomas","5710"
"James Maybrick","581"
"Robin Raab","5925"
"Tracy West","9163"
"Frank Ferrell","12939"
"Patricia Kay","11575"
"Allan Zullo","9987"
"Beppe Severgnini","9764"
"Betsy Haynes","909"
"Jerome K. Jerome","4287"
"Niall Griffiths","13546"
"Craig Hillman","7892"
"Mary Jane Clark","334"
"Oxford","6735"
"David K Reynolds","14548"
"Alice Walker","989"
"Richard Hescox","4622"
"S. J. Gaither","5839"
"William J. Palmer","7505"
"Jane Mendelsohn","1360"
"Cecilia Tan","14542"
"Harry Wu","13295"
"Chris Wold Dyrud","15393"
"Susanne Gretter","7135"
"Stephen Hunter","5426"
"Beaumarchais","10185"
"Frank McCourt","244"
"Sandra Brown","128"
"Erika Burkart","3516"
"Herbert Bailey Livesey","1713"
"Ellen Weiss","7416"
"Bob Levis","1643"
"Harro Christensen","9981"
"John Gielgud","11772"
"Jo Clayton","2378"
"Joyce Armor","10743"
"The Editors Of People Magazine","4846"
"Joachim Appel","1950"
"David Ritz","10808"
"Bill Ransom","11813"
"Lynda Madaras","315"
"Hart","11619"
"Jessica Andersen","4791"
"Pamela Wallace","13896"
"Tim Wynne-Jones","4719"
"Isabelle Chin Chang","15497"
"Robert Westall","336"
"Gorman","8879"
"Herve Bazin","10184"
"Richard Rosen","8691"
"Jonathan Safran Foer","538"
"Dan Gardiner","9727"
"Gordon","11562"
"Roma Gill","398"
"Murry","9344"
"Daniel Halpern","8243"
"John M. Waters","15347"
"Alma Maritano","9219"
"James W. Huston","9662"
"James Marsters","7389"
"SparkNotes Editors","15596"
"Amanda Eyre Ward","3427"
"Francis Ross Carpenter","11189"
"Erik Doescher","7006"
"Mark McNulty","14821"
"Val Vinokur","6977"
"Kathy Lamancusa","9809"
"Mary Dugger","14099"
"James Ruddick","11509"
"John Galsworthy","291"
"Louis Chunovic","2092"
"Marcia Keegan","13786"
"Betty J. Kovacs","13237"
"Linda Spalding","6233"
"Theodore Taylor","6629"
"Kathleen Barret","13100"
"Glen Hirshberg","12672"
"Bi","9513"
"Michel Houellebecq","4705"
"Bo Links","14522"
"Zoé Valdés","4631"
"Martin Page","15231"
"Lee Child","2041"
"Richard Bernstein","3926"
"Phyllis Stanley","6405"
"Paul Hattaway","845"
"Aaron Elkins","8501"
"Lackey","15435"
"Robert A. Goldberg","10672"
"Stephen Jay Gould","5622"
"Lou Dubose","3760"
"Blanche Fish Wright","934"
"Geoffrey Nunberg","10412"
"Carlos Valles","2763"
"Peggy O'Mara","10528"
"Barbara Dunlop","13191"
"Marele Day","3682"
"J. F. Freedman","5111"
"Amy Sylvester Katoh","9696"
"Helen Banes","12518"
"David Martin","5485"
"Jeff Friedman","10345"
"Joleen Daniels","10356"
"James Morgan","9471"
"Jean-Jacques Rousseau","6732"
"Keith Lumsden","14194"
"William Gaddis","7616"
"Robert McLiam Wilson","2608"
"Zhi Gang Sha","10633"
"Daniel Hood","3705"
"Helen Steiner Rice","10346"
"Laurie A. Kanyer","14277"
"Amy Mandelker","3624"
"Allen Frances M.D.","14788"
"A. B. C. Whipple","7748"
"Dolores Krieger","58"
"Scott McNeely","10948"
"Stephen Leacock","6337"
"Kim Wong Keltner","12602"
"Joseph Kanon","7549"
"Kimeron N. Hardin","4227"
"Nick Redfern","9896"
"Lynn Gamwell","8531"
"Caroline B. Cooney","3264"
"P. D. James","374"
"John S. Schuchman","2305"
"Friedrich Dürrenmatt","8456"
"Amer Assoc Of Colleges Of","11101"
"Kathe Koja","3611"
"Bruce Sterling","632"
"Roger Senhouse","7544"
"Susan Guevara","11396"
"Barbara Holland","5600"
"Rafael Chirbes","7783"
"Lucille Kallen","7583"
"Rainer Laabs","9620"
"Mountaineers","10021"
"D. E. Harding","15451"
"Harry Gersteneker","5654"
"Graciela Ascarrunz De Gilman","6551"
"Jacques Martinache","10045"
"Jeffrey Asher Nesbit","15398"
"Josephine Fairley","1922"
"Marie Evans","13082"
"Stephen Gallagher","1518"
"Brindley Louise","3031"
"Lynn S. Hightower","619"
"Pancol","13645"
"Wolfgang Neuhaus","4789"
"Gregory White Smith","12198"
"David M. Buss","1964"
"Rui Nunes","8919"
"T. Miller","14203"
"Patti Berg","10375"
"Daniel Seltzer","8014"
"Julian Barnes","3768"
"Molly Giles","5626"
"Martin John Yate","14283"
"Leonard Stern","15095"
"O'Cork","3663"
"Barry Reed","4968"
"Frederick Feikema Manfred","15164"
"Karen Van Der Zee","13927"
"Claudia Dain","6050"
"Christy Campbell","10304"
"Pete Nelson","14037"
"Judy Cornwell","6779"
"Dean Wesley Smith","2372"
"Ernest Hillen","3493"
"Charles Johnson","2152"
"Flavia","8549"
"Kelly Cherry","11233"
"Bill McKibben","11328"
"DAVID BENNET","7611"
"Louise Voss","4825"
"Luis Sepúlveda","4214"
"Steven Bochco","6285"
"Megan Brownley","15343"
"Maryjo Koch","8710"
"Tucker Malarkey","6789"
"Mignon Good Eberhart","13020"
"Paul Milliner","11139"
"Bob Golden","361"
"Kas Schwan","639"
"Alice Mary Connally Fisk","4379"
"Martin Caidin","15309"
"Joe Conason","12419"
"Angela Carter","11290"
"Karen Essex","14091"
"John Howlett","6379"
"Steven Levy","8115"
"P. J. O'Rourke","97"
"Antony Beevor","11020"
"Larry Madaras","2652"
"Carla Norton","4279"
"Lawrence","9415"
"Julio Cortázar","7374"
"Harper Allen","10388"
"Albert J. McBride","1503"
"Peter Trudgill","10430"
"Bruce K. Grant","2321"
"Kim Cates","10133"
"John Marino","12288"
"Voltaire - Translated By John Butt","9973"
"Harry Thompson","13984"
"Alain Besançon","4270"
"Sheila McGraw","3414"
"Cherouke Ronkes Age","13967"
"Sylvia Browne","2079"
"Janet Wallach","1868"
"Karen Hunter","8235"
"Jiddu Krishnamurti","3198"
"Luis Valdez","2450"
"Joan Embery","12942"
"Larry Burkett","4845"
"Steven Brust","9493"
"The Master Therion","11688"
"Graham Harrison","10221"
"Tim Farrington","678"
"Marilu Henner","5489"
"Bill H. Gates","4903"
"John D. Barow","13566"
"Hansjörg Schneider","3514"
"Margaret Wise Brown","1586"
"Professor John Barth","12414"
"John Hockenberry","12880"
"Coughlin","3917"
"Robert H. Bork","9350"
"Margaret Parker","11243"
"Dave Smeds","10598"
"Gerry Hadden","2197"
"Arianna Huffington","8178"
"Linda Wolfe","12399"
"Claire Cook","3821"
"Allen Say","12700"
"Raymond Strait","2855"
"John Donoghue","9821"
"Andrew Bergman","12246"
"Bruce Larson","14845"
"Barbara Ganim","8445"
"Michael Mojher","3600"
"Rose-Marie Makino-Fayolle","4289"
"Catherine Daly-Weir","10027"
"Nobuo Akiyama","12752"
"Michael Glenny","10962"
"Edith St. George","9295"
"Cooper","9974"
"Stephen Fried","1162"
"David James Duncan","9811"
"Dawn Chipman","1032"
"Louise Perrotta","3625"
"Judith Fein","12966"
"don Miguel Ruiz","7123"
"Cara Black","6869"
"Edward M. Reingold","13718"
"Alicia Appleman-Jurman","11726"
"McDowell Bryson","8157"
"John (Fire) Lame Deer","2982"
"Jr.","8196"
"Martin Luther","6720"
"Patty Hansen","11292"
"Tomie DePaola","12724"
"Piri Thomas","14395"
"L. Ron Hubbard","1281"
"Rick North","4688"
"Brian Keene","7027"
"Anne Colin Du Terrail","13622"
"Diana G. Gallagher","2727"
"Let's Go Inc.","8098"
"Michael Curtis Ford","10007"
"Sam Shepard","8654"
"Gelsey Kirkland","10214"
"Mike Thaler","560"
"Miriam A.","5831"
"Doug Lipman","9319"
"Michael A. Martin","3361"
"Robert Ferrigno","14018"
"William Boyd","3717"
"Grace MacCarone","5045"
"Hans Pfitzinger","8694"
"Jeffrey Hopkins","6654"
"Michael McLaughlin","11970"
"Phil Gross","4465"
"Entrepreneur Magazine","14518"
"Yoshiko Kakudo","11496"
"Sapphire","2547"
"Margaret Magdelen","14258"
"Elizabeth Coatsworth","8604"
"Regan Dunnick","12704"
"Daniel Cohen","11070"
"Edgar Johnson","10938"
"Gail Diven","1761"
"Amanda Scott","1087"
"Richard Berman","9818"
"Sheila Moore","2614"
"Jeffrey Robinson","4625"
"P.W. Atkins","2130"
"Stephen Schutz","4203"
"B. Dobbins","6682"
"Elizabeth Mansfield","11595"
"Savage","7565"
"Rebecca Godfrey","1492"
"Clara B. Miller","15006"
"Richard Erdoes","405"
"Stephen Mitchell","11506"
"Karen Joy Fowler","3639"
"Alfred MacAdam","2704"
"Lady Gregory","2014"
"Sara Davidson","5290"
"Paula Rinehart","15016"
"Richard Morris","9639"
"Edythe Draper","13663"
"Emily Dickinson","471"
"Pocket","10725"
"Marge Piercy","4764"
"Deborah Axe","7510"
"Richar","12824"
"John Webster","10980"
"Plato","312"
"Sara Paretsky","644"
"Peter Lawrence","8690"
"Jacquie D'Alessandro","7214"
"Peggy Payne","5582"
"Alice Adams","1511"
"Kelvin Christopher James","9516"
"Alisa Kwitney","667"
"Ann Landers","11145"
"Irvin D. Yalom","5170"
"Winn Schwartau","7145"
"Beecher","10956"
"Dan H. Laurence","5627"
"Alessandro Baricco","1887"
"Mike Ashley","2949"
"Marion Philadelphia","7963"
"William Katz","15235"
"Catherine Archer","11639"
"J. T. L James","9633"
"Jill McGown","14205"
"Steve J. Lewis","1531"
"Annette Kuhn","14324"
